,,,,,,,,,,,n,a,b,c,,,
68.83304619,1.177537124,,,,,,,,,,,,,,,,
68.83394864,1.225367134,,,,,,,,,,,,,,,,
68.83476905,1.268848962,,,,,,,,,,,,,,,,
68.84060107,1.302745623,,,,,,,,,,,,,,,,
69.85183362,1.173270982,,,,,,,,,,,,,,,,
69.85273607,1.221100993,,,,,,,,,,,,,,,,
69.85363853,1.268931003,,,,,,,,,,,,,,,,
69.85792226,1.307168759,,,,,,,,,,,,,,,,
70.87086718,1.182049389,,,,,,,,,,,,,,,,
70.87267208,1.27770941,,,,,,,,,,,,,,,,
70.8906391,1.229961441,,,,,,,,,,,,,,,,
70.91420107,1.302745623,,,,,,,,,,,,,,,,
71.90868816,1.186561654,,,,,,,,,,,,,,,,
71.90959061,1.234391665,,,,,,,,,,,,,,,,
71.91049307,1.282221675,,,,,,,,,,,,,,,,
71.93152226,1.307168759,,,,,,,,,,,,,,,,
72.94650915,1.191073919,,,,,,,,,,,,,,,,
72.94732956,1.234555747,,,,,,,,,,,,,,,,
72.94823201,1.282385758,,,,,,,,,,,,,,,,
72.94901357,1.320608286,,,,,,,,,,,,,,,,
73.9655427,1.199852326,,,,,,,,,,,,,,,,
73.96633476,1.325031422,,,,,,,,,,,,,,,,
73.96636311,1.243334154,,,,,,,,,,,,,,,,
73.96726557,1.291164164,,,,,,,,,,,,,,,,
75.00328165,1.200016408,,,,,,,,,,,,,,,,
75.0041841,1.247846419,,,,,,,,,,,,,,,,
75.00508655,1.29567643,,,,,,,,,,,,,,,,
75.02261357,1.320608286,,,,,,,,,,,,,,,,
76.02174091,1.178357535,,,,,,,,,,,,,,,,
76.02256133,1.221839363,,,,,,,,,,,,,,,,
76.02346378,1.269669374,,,,,,,,,,,,,,,,
76.04010488,1.334047814,,,,,,,,,,,,,,,,
77.04159488,1.23061777,,,,,,,,,,,,,,,,
77.04249733,1.278447781,,,,,,,,,,,,,,,,
77.05742607,1.338470949,,,,,,,,,,,,,,,,
77.0595619,1.182869801,,,,,,,,,,,,,,,,
78.07884158,1.204692756,,,,,,,,,,,,,,,,
78.07974403,1.252522766,,,,,,,,,,,,,,,,
78.08064648,1.300352777,,,,,,,,,,,,,,,,
78.113875,1.343064205,,,,,,,,,,,,,,,,
79.0986135,1.252604808,,,,,,,,,,,,,,,,
79.099598,1.304783001,,,,,,,,,,,,,,,,
79.11658052,1.204856838,,,,,,,,,,,,,,,,
79.13102607,1.338470949,,,,,,,,,,,,,,,,
80.13569612,1.217983428,,,,,,,,,,,,,,,,
80.13659857,1.265813438,,,,,,,,,,,,,,,,
80.13750103,1.313643449,,,,,,,,,,,,,,,,
80.14834726,1.342894085,,,,,,,,,,,,,,,,
81.15571417,1.278940028,,,,,,,,,,,,,,,,
81.15661662,1.326770039,,,,,,,,,,,,,,,,
81.16583858,1.356333612,,,,,,,,,,,,,,,,
81.17359915,1.226843876,,,,,,,,,,,,,,,,
82.17392731,1.244236607,,,,,,,,,,,,,,,,
82.17491181,1.2964148,,,,,,,,,,,,,,,,
82.17573222,1.339896628,,,,,,,,,,,,,,,,
82.18315977,1.360756748,,,,,,,,,,,,,,,,
83.1368447,1.278857987,,,,,,,,,,,,,,,,
83.13774715,1.326687997,,,,,,,,,,,,,,,,
83.13881368,1.383214374,,,,,,,,,,,,,,,,
83.16135322,1.365009763,,,,,,,,,,,,,,,,
84.25006153,1.279350234,,,,,,,,,,,,,,,,
84.25096398,1.327180244,,,,,,,,,,,,,,,,
84.25211256,1.388054804,,,,,,,,,,,,,,,,
84.25675977,1.360756748,,,,,,,,,,,,,,,,
85.26966937,1.31856592,,,,,,,,,,,,,,,,
85.27425108,1.374196275,,,,,,,,,,,,,,,,
85.28755435,1.266469768,,,,,,,,,,,,,,,,
85.28960538,1.375174338,,,,,,,,,,,,,,,,
86.28796456,1.288210682,,,,,,,,,,,,,,,,
86.30781852,1.340470916,,,,,,,,,,,,,,,,
86.3089671,1.401345475,,,,,,,,,,,,,,,,
86.33070001,1.378789532,,,,,,,,,,,,,,,,
87.30642382,1.266551809,,,,,,,,,,,,,,,,
87.30740832,1.318730002,,,,,,,,,,,,,,,,
87.30831077,1.366560013,,,,,,,,,,,,,,,,
87.30889346,1.383042547,,,,,,,,,,,,,,,,
88.36327837,1.279842481,,,,,,,,,,,,,,,,
88.36442694,1.34071704,,,,,,,,,,,,,,,,
88.36534239,1.387635803,,,,,,,,,,,,,,,,
88.36541144,1.392895233,,,,,,,,,,,,,,,,
89.3820658,1.275576339,,,,,,,,,,,,,,,,
89.38305029,1.327754533,,,,,,,,,,,,,,,,
89.40274018,1.371318402,,,,,,,,,,,,,,,,
89.42179132,1.392229059,,,,,,,,,,,,,,,,
90.4197227,1.271392239,,,,,,,,,,,,,,,,
90.42062515,1.31922225,,,,,,,,,,,,,,,,
90.42160965,1.371400443,,,,,,,,,,,,,,,,
90.43911251,1.396652195,,,,,,,,,,,,,,,,
91.41964066,1.267044056,,,,,,,,,,,,,,,,
91.42062515,1.31922225,,,,,,,,,,,,,,,,
91.42160965,1.371400443,,,,,,,,,,,,,,,,
91.45626358,1.392058938,,,,,,,,,,,,,,,,
92.47375489,1.405498466,,,,,,,,,,,,,,,,
92.4764952,1.280334728,,,,,,,,,,,,,,,,
92.47747969,1.332512921,,,,,,,,,,,,,,,,
92.47838215,1.380342932,,,,,,,,,,,,,,,,
93.49536467,1.280416769,,,,,,,,,,,,,,,,
93.49634917,1.332594963,,,,,,,,,,,,,,,,
93.4974157,1.389121339,,,,,,,,,,,,,,,,
93.53020382,1.410091722,,,,,,,,,,,,,,,,
94.51489048,1.315284273,,,,,,,,,,,,,,,,
94.51587497,1.367462466,,,,,,,,,,,,,,,,
94.51702355,1.428337025,,,,,,,,,,,,,,,,
94.54735489,1.405498466,,,,,,,,,,,,,,,,
95.52554835,1.409751481,,,,,,,,,,,,,,,,
95.53425219,1.341455411,,,,,,,,,,,,,,,,
95.53515465,1.389285421,,,,,,,,,,,,,,,,
95.53638527,1.454508163,,,,,,,,,,,,,,,,
96.54286954,1.414174616,,,,,,,,,,,,,,,,
96.55262942,1.315448355,,,,,,,,,,,,,,,,
96.55369596,1.371974731,,,,,,,,,,,,,,,,
96.55492657,1.437197473,,,,,,,,,,,,,,,,
97.609566,1.33308721,,,,,,,,,,,,,,,,
97.61063254,1.389613586,,,,,,,,,,,,,,,,
97.63056855,1.446222003,,,,,,,,,,,,,,,,
97.63844621,1.418937993,,,,,,,,,,,,,,,,
98.62983017,1.407088358,,,,,,,,,,,,,,,,
98.64771515,1.354992206,,,,,,,,,,,,,,,,
98.64984822,1.468044959,,,,,,,,,,,,,,,,
98.6557674,1.423361129,,,,,,,,,,,,,,,,
99.66674871,1.363770613,,,,,,,,,,,,,,,,
99.6677332,1.415948806,,,,,,,,,,,,,,,,
99.66888178,1.476823365,,,,,,,,,,,,,,,,
99.67325871,1.436800656,,,,,,,,,,,,,,,,
100.6666667,1.35942243,,,,,,,,,,,,,,,,
100.6676512,1.411600624,,,,,,,,,,,,,,,,
100.6687997,1.472475183,,,,,,,,,,,,,,,,
100.6904098,1.4322074,,,,,,,,,,,,,,,,
101.7235212,1.372713102,,,,,,,,,,,,,,,,
101.7245057,1.424891295,,,,,,,,,,,,,,,,
101.7256543,1.485765854,,,,,,,,,,,,,,,,
101.7468587,1.436800656,,,,,,,,,,,,,,,,
102.7415703,1.329313315,,,,,,,,,,,,,,,,
102.7425548,1.381491509,,,,,,,,,,,,,,,,
102.7435393,1.433669702,,,,,,,,,,,,,,,,
102.7641799,1.441223792,,,,,,,,,,,,,,,,
103.7622446,1.425055378,,,,,,,,,,,,,,,,
103.7801296,1.372959226,,,,,,,,,,,,,,,,
103.7822627,1.486011978,,,,,,,,,,,,,,,,
103.8206288,1.445817048,,,,,,,,,,,,,,,,
104.7596945,1.449899943,,,,,,,,,,,,,,,,
104.7615063,1.385921733,,,,,,,,,,,,,,,,
104.7813602,1.438181967,,,,,,,,,,,,,,,,
104.7825909,1.503404709,,,,,,,,,,,,,,,,
105.8371482,1.394946263,,,,,,,,,,,,,,,,
105.8381327,1.447124456,,,,,,,,,,,,,,,,
105.8392813,1.507999016,,,,,,,,,,,,,,,,
105.8552712,1.454663319,,,,,,,,,,,,,,,,
106.8562638,1.408072853,,,,,,,,,,,,,,,,
106.858479,1.525473788,,,,,,,,,,,,,,,,
106.8725924,1.459086455,,,,,,,,,,,,,,,,
106.8763639,1.473377636,,,,,,,,,,,,,,,,
107.8899136,1.463509591,,,,,,,,,,,,,,,,
107.894331,1.425629666,,,,,,,,,,,,,,,,
107.8954795,1.486504225,,,,,,,,,,,,,,,,
107.896464,1.538682419,,,,,,,,,,,,,,,,
108.8682772,1.476778997,,,,,,,,,,,,,,,,
108.8753794,1.421199442,,,,,,,,,,,,,,,,
108.8775125,1.534252195,,,,,,,,,,,,,,,,
108.8953154,1.47780786,,,,,,,,,,,,,,,,
109.9515137,1.456313069,,,,,,,,,,,,,,,,
109.9527443,1.521535811,,,,,,,,,,,,,,,,
109.9538929,1.58241037,,,,,,,,,,,,,,,,
109.9636837,1.472525982,,,,,,,,,,,,,,,,
110.9725162,1.569447863,,,,,,,,,,,,,,,,
110.9736648,1.630322422,,,,,,,,,,,,,,,,
110.9810049,1.476949118,,,,,,,,,,,,,,,,
110.9903191,1.513003528,,,,,,,,,,,,,,,,
111.9983261,1.481372254,,,,,,,,,,,,,,,,
112.0093527,1.521781935,,,,,,,,,,,,,,,,
112.0105013,1.582656494,,,,,,,,,,,,,,,,
112.0116498,1.643531053,,,,,,,,,,,,,,,,
112.9904012,1.517351711,,,,,,,,,,,,,,,,
112.9915498,1.57822627,,,,,,,,,,,,,,,,
112.9926983,1.639100829,,,,,,,,,,,,,,,,
113.0156473,1.485795389,,,,,,,,,,,,,,,,
114.0466814,1.500205103,,,,,,,,,,,,,,,,
114.0488145,1.613257855,,,,,,,,,,,,,,,,
114.0665354,1.552465338,,,,,,,,,,,,,,,,
114.0720962,1.490388645,,,,,,,,,,,,,,,,
115.0845024,1.504717368,,,,,,,,,,,,,,,,
115.085569,1.561243744,,,,,,,,,,,,,,,,
115.0866355,1.617770121,,,,,,,,,,,,,,,,
115.0894174,1.494811781,,,,,,,,,,,,,,,,
116.1067386,1.499234917,,,,,,,,,,,,,,,,
116.1223234,1.509229633,,,,,,,,,,,,,,,,
116.1233079,1.561407827,,,,,,,,,,,,,,,,
116.1243744,1.617934203,,,,,,,,,,,,,,,,
117.1030437,1.487406678,,,,,,,,,,,,,,,,
117.1052588,1.604807613,,,,,,,,,,,,,,,,
117.1230618,1.548363278,,,,,,,,,,,,,,,,
117.1240598,1.503658052,,,,,,,,,,,,,,,,
118.141381,1.508081188,,,,,,,,,,,,,,,,
118.1591599,1.461563705,,,,,,,,,,,,,,,,
118.1612109,1.570268275,,,,,,,,,,,,,,,,
118.1978833,1.513905981,,,,,,,,,,,,,,,,
119.1964066,1.435638691,,,,,,,,,,,,,,,,
119.1973911,1.487816884,,,,,,,,,,,,,,,,
119.1978299,1.512674444,,,,,,,,,,,,,,,,
119.1983756,1.539995078,,,,,,,,,,,,,,,,
120.2151511,1.51709758,,,,,,,,,,,,,,,,
120.2336533,1.409713676,,,,,,,,,,,,,,,,
120.2346378,1.46189187,,,,,,,,,,,,,,,,
120.2356223,1.514070063,,,,,,,,,,,,,,,,
121.2144557,1.392238904,,,,,,,,,,,,,,,,
121.2324723,1.521520715,,,,,,,,,,,,,,,,
121.2343917,1.448847321,,,,,,,,,,,,,,,,
121.2353762,1.501025515,,,,,,,,,,,,,,,,
122.2710641,1.392485027,,,,,,,,,,,,,,,,
122.2720486,1.444663221,,,,,,,,,,,,,,,,
122.2730331,1.496841414,,,,,,,,,,,,,,,,
122.2890913,1.535130363,,,,,,,,,,,,,,,,
123.3064125,1.539553499,,,,,,,,,,,,,,,,
123.308721,1.388300927,,,,,,,,,,,,,,,,
123.3097875,1.444827303,,,,,,,,,,,,,,,,
123.310854,1.50135368,,,,,,,,,,,,,,,,
124.3096234,1.436130938,,,,,,,,,,,,,,,,
124.3237337,1.543976635,,,,,,,,,,,,,,,,
124.3295594,1.492739355,,,,,,,,,,,,,,,,
124.3494134,1.54499959,,,,,,,,,,,,,,,,
125.328657,1.444909344,,,,,,,,,,,,,,,,
125.3296415,1.497087538,,,,,,,,,,,,,,,,
125.3410549,1.54839977,,,,,,,,,,,,,,,,
125.3497416,1.562392321,,,,,,,,,,,,,,,,
126.384445,1.40167364,,,,,,,,,,,,,,,,
126.3854295,1.453851834,,,,,,,,,,,,,,,,
126.3865781,1.514726393,,,,,,,,,,,,,,,,
126.3973337,1.543976635,,,,,,,,,,,,,,,,
